Issue Type,Epic Name,Epic Link,Summary,Description,Story Points,Priority,Components,Labels
Story,,NOTIF - Notifications & Telemetry Service,Implement the dead-letter queue and operator visibility,"As an operator, I want deliveries that exhaust retries to land in a DLQ with a visible status, so that I know when something is actually broken instead of it silently vanishing, unlike today.

Acceptance Criteria:
- DLQ entries are queryable by an admin endpoint
- This directly closes the current system's confirmed swallowed-email-failure gap",5,High,Notifications,"retry-dlq-delivery-log,Phase-F"
Story,,NOTIF - Notifications & Telemetry Service,Implement product alert CRUD and acknowledgement,"As an instance administrator / user, I want to publish product alerts and let users acknowledge them, so that important announcements reach users and I can see who's seen them.

Acceptance Criteria:
- Matches current GET /product-alert/alert contract for consumption
- Acknowledgement is per-user, per-alert",3,Low,Notifications,"product-alerts,Phase-F"
Story,,NOTIF - Notifications & Telemetry Service,Implement usage event ingestion,"As the platform, I want anonymous usage-pulse-equivalent events ingested and stored, so that DAU/WAU/MAU can still be computed post-migration.

Acceptance Criteria:
- Matches current POST /usage-pulse contract at the gateway
- user_hash is hashed, never the raw email, matching the schema design",3,Medium,Notifications,"usage-&-audit,Phase-F"
Story,,NOTIF - Notifications & Telemetry Service,Implement the append-only audit log,"As an instance administrator, I want every domain event to be recorded in a queryable audit log, so that I can answer 'who changed this permission' or 'who ran this query', which is impossible today.

Acceptance Criteria:
- Covers permission changes, workspace membership changes, datasource config changes, publish/delete/fork, and query executions
- This is a genuinely new capability versus the current system, which has no audit trail at all",8,Medium,Notifications,"usage-&-audit,Phase-F"
Epic,GW - API Gateway BFF Hardening,,API Gateway BFF Hardening,"Harden the composition/BFF layer built in the Phase A skeleton — the endpoints the Angular client actually depends on for a fast, resilient page load.",,,Gateway,Phase-G
Story,,GW - API Gateway BFF Hardening,Implement the editor consolidated-api endpoint,"As the Angular client, I want one call that fans out to Identity, Application and Datasource in parallel and returns a single payload, so that opening the editor doesn't require ten round trips.

Acceptance Criteria:
- Each slice carries its own status, matching today's per-slice error isolation
- Matches the current GET /consolidated-api/edit contract shape",8,High,Gateway,"consolidated-api-composition,Phase-G"
Story,,GW - API Gateway BFF Hardening,Implement the viewer consolidated-api endpoint,"As the Angular client, I want the published-app equivalent of the editor composition endpoint, so that viewing a published app is also a single round trip.

Acceptance Criteria:
- Works correctly for anonymous requests against public applications
- Matches the current GET /consolidated-api/view contract shape",5,High,Gateway,"consolidated-api-composition,Phase-G"
Story,,GW - API Gateway BFF Hardening,Implement the applications-home composition endpoint,"As the Angular client, I want a single call returning everything the home screen needs, so that the home screen loads without a waterfall of requests.

Acceptance Criteria:
- Matches current GET /applications/home contract",3,Medium,Gateway,"consolidated-api-composition,Phase-G"
Story,,GW - API Gateway BFF Hardening,Implement the search-entities composition endpoint,"As a user, I want to search across applications, pages, queries and datasources from one box, so that I can find things quickly regardless of type.

Acceptance Criteria:
- Fans out to the owning services in parallel
- Matches current GET /search-entities contract",5,Low,Gateway,"consolidated-api-composition,Phase-G"
Story,,GW - API Gateway BFF Hardening,Implement per-endpoint rate-limit policies,"As a platform engineer, I want documented, configurable limits distinct from the Phase A defaults, tuned per endpoint class, so that high-value endpoints (login, query execution) are protected appropriately without over-throttling ordinary CRUD.

Acceptance Criteria:
- Policy set is reviewed against the current bucket4j-based limits as a baseline
- Limits are adjustable per environment without a redeploy",5,Medium,Gateway,"rate-limiting-&-policies,Phase-G"
Story,,GW - API Gateway BFF Hardening,Implement the asset proxy/redirect,"As a user, I want asset URLs to resolve through the gateway to object storage, so that existing links and embedded references (e.g. in exported apps) keep working.

Acceptance Criteria:
- GET /assets/{id} redirects or streams from object storage
- Remains on the anonymous allow-list, matching current behaviour",3,Medium,Gateway,"asset-proxying,Phase-G"
Story,,GW - API Gateway BFF Hardening,Implement the configurable public-route allow-list,"As a security engineer, I want the gateway's anonymous-access route list to be data-driven and match the current permitAll set exactly, so that public application viewing keeps working without accidentally exposing a private route.

Acceptance Criteria:
- List reviewed line-by-line against the current SecurityConfig permitAll set
- Covered by a test asserting every listed route is reachable without a session and nothing else is",3,High,Gateway,"anonymous-allow-list,Phase-G"
Story,,GW - API Gateway BFF Hardening,Run response-diff testing against the live Java system,"As a tech lead, I want an automated comparison of the new gateway's composition-endpoint payloads against the Java system's, for a representative set of applications, so that we know the client-facing contract hasn't silently drifted before cutover.

Acceptance Criteria:
- Diff run covers the editor, viewer and home composition endpoints
- Zero unexplained differences, or every difference explicitly signed off as an intentional improvement
- This is a go/no-go checkpoint per the roadmap",8,Highest,Gateway,"contract-parity-verification,Phase-G"
Epic,NG - Angular Client,,Angular Client,"Replace the React SPA. Largest single workstream in the programme — sized and staffed accordingly, running in parallel from Phase A.",,,Client,Parallel-C0-C7
Story,,NG - Angular Client,Scaffold the Angular workspace,"As a frontend developer, I want a standalone-components, zoneless Angular workspace matching the target project layout, so that the team has a consistent foundation to build every feature on.

Acceptance Criteria:
- Standalone components throughout, no NgModules
- Zoneless change detection configured from day one, not retrofitted later",5,High,Client,"workspace-skeleton-c0,Parallel-C0-C7"
Story,,NG - Angular Client,Implement the HTTP layer and interceptors,"As a frontend developer, I want one HttpClient configuration with credentials, CSRF, envelope-unwrap and correlation-id interceptors, so that every feature gets consistent API behaviour for free.

Acceptance Criteria:
- withCredentials true on every call
- responseMeta envelope unwrapped once, not per feature
- Mirrors today's single Api.ts pattern",5,High,Client,"workspace-skeleton-c0,Parallel-C0-C7"
Story,,NG - Angular Client,Implement auth flow screens,"As a user, I want login, signup and password-reset screens, so that I can get into the application.

Acceptance Criteria:
- Wired against the real Identity & Access endpoints, not mocks, by the end of this story
- Matches current form validation behaviour",8,High,Client,"workspace-skeleton-c0,Parallel-C0-C7"
Story,,NG - Angular Client,Implement the routing shell,"As a frontend developer, I want lazy-loaded routes separating the editor and viewer bundles, so that a published-app visitor never downloads the editor's code.

Acceptance Criteria:
- Viewer bundle size measured and tracked against the stated performance target
- Editor route only loads after authentication",5,High,Client,"workspace-skeleton-c0,Parallel-C0-C7"
Story,,NG - Angular Client,"Copy the evaluation engine, AST and DSL packages","As a frontend developer, I want workers/Evaluation, packages/ast and packages/dsl copied into the Angular project with no logic changes, so that years of correctness work in the binding evaluator isn't lost or rewritten.

Acceptance Criteria:
- No React dependency remains in the copied code
- Package boundaries preserved so future upstream fixes can still be tracked",5,High,Client,"evaluation-engine-port-c1,Parallel-C0-C7"
Story,,NG - Angular Client,Implement the EvaluationService wrapper,"As a frontend developer, I want an Angular service that owns the Web Worker and exposes its output as signals, so that the rest of the app can consume evaluation results idiomatically.

Acceptance Criteria:
- dataTree and evalErrors exposed as signals
- postMessage contract with the worker is unchanged from the ported code",5,High,Client,"evaluation-engine-port-c1,Parallel-C0-C7"
Story,,NG - Angular Client,Verify evaluation parity against the React baseline,"As a tech lead, I want the ported engine's output compared against the current React app's output across the full DSL corpus, so that we know the port didn't silently change binding behaviour before any UI is built on top of it.

Acceptance Criteria:
- Diff run covers every fixture in the corpus
- This is the single highest-priority checkpoint in the whole client plan — result recorded before Stage C2 begins",8,Highest,Client,"evaluation-engine-port-c1,Parallel-C0-C7"
Story,,NG - Angular Client,Implement the DSL renderer host,"As a frontend developer, I want a widget-registry-driven renderer using NgComponentOutlet to turn a DSL tree into a live page, so that published applications can actually be viewed.

Acceptance Criteria:
- Registry is keyed on the DSL type string, matching the target design
- Renders a nested widget tree of arbitrary depth",8,High,Client,"published-app-viewer-c2,Parallel-C0-C7"
Story,,NG - Angular Client,Implement on-load action execution,"As a frontend developer, I want the viewer to execute the server-computed onload plan against the real API on page load, so that a published app's initial data loads correctly.

Acceptance Criteria:
- Waves execute in order; actions within a wave run in parallel
- Errors in one action don't block unrelated actions in the same wave",8,High,Client,"published-app-viewer-c2,Parallel-C0-C7"
Story,,NG - Angular Client,Implement binding resolution and re-render,"As a user, I want widget properties bound to data to update when that data changes, so that the app feels alive and reactive, not static.

Acceptance Criteria:
- Only affected widgets re-render on a data change, not the whole tree
- Verified against the performance target for canvas re-render latency",8,High,Client,"published-app-viewer-c2,Parallel-C0-C7"
Story,,NG - Angular Client,"Port Table, Text, Button, Input and Select widgets","As a user, I want the five most commonly used widgets available in the new client, so that the majority of real applications can already be viewed.

Acceptance Criteria:
- Each has a passing visual-regression comparison against the React version
- Property-pane config ported unchanged from the React widget's config directory",13,High,Client,"core-widget-set-c3,Parallel-C0-C7"
Story,,NG - Angular Client,"Port Container, Form, List, Modal and Tabs widgets","As a user, I want the core layout and structural widgets available, so that applications with real structure, not just flat pages, render correctly.

Acceptance Criteria:
- Container/List nesting behaviour matches the React version
- Modal and Tabs state behaviour verified against the corpus",13,High,Client,"core-widget-set-c3,Parallel-C0-C7"
Story,,NG - Angular Client,Port Chart and JSON Form widgets,"As a user, I want data-visualisation and dynamic-form widgets available, so that applications using them for reporting or complex input work correctly.

Acceptance Criteria:
- Chart types supported match the current widget's documented set
- JSON Form schema-driven rendering verified against a corpus sample",8,Medium,Client,"core-widget-set-c3,Parallel-C0-C7"
Story,,NG - Angular Client,Port the property-pane config for every ported widget,"As a frontend developer, I want each widget's config/ directory (property pane schema, defaults, derived properties, autocomplete) carried over unchanged, so that the editing experience for these widgets matches today's without re-authoring the config.

Acceptance Criteria:
- Config files are copied, not re-derived from the rendering component
- Derived properties (e.g. Table1.selectedRow) verified to compute correctly",8,High,Client,"core-widget-set-c3,Parallel-C0-C7"
Story,,NG - Angular Client,Implement canvas drag/drop/resize editing,"As a user, I want to add, move and resize widgets on the canvas, so that I can actually build an application, not just view one.

Acceptance Criteria:
- Geometry maths (topRow/leftColumn/grid units) ported exactly from the DSL semantics
- Works with at least the fixedlayout and autolayout systems per the scope decision",13,High,Client,"editor-ide-c4,Parallel-C0-C7"
Story,,NG - Angular Client,Implement the property pane framework,"As a user, I want a dynamic form that renders the correct controls for the selected widget's properties, so that I can configure any widget without the editor needing widget-specific UI code.

Acceptance Criteria:
- Driven entirely by the ported property-pane config, not hardcoded per widget
- Reactive forms, typed, matching the target design's stated approach",13,High,Client,"editor-ide-c4,Parallel-C0-C7"
Story,,NG - Angular Client,Implement the entity explorer,"As a user, I want a tree view of my application's pages, queries, JS objects and datasources, so that I can navigate my application's structure.

Acceptance Criteria:
- Reflects create/rename/delete in real time
- Matches the current entity-explorer's grouping and iconography intent",8,High,Client,"editor-ide-c4,Parallel-C0-C7"
Story,,NG - Angular Client,Implement the query editor and JS editor,"As a user, I want to write and test queries and JS Object functions in the editor, so that I can build my application's logic.

Acceptance Criteria:
- Query editor supports running a query and seeing the result inline
- JS editor has at minimum syntax highlighting and inline error surfacing",13,High,Client,"editor-ide-c4,Parallel-C0-C7"
Story,,NG - Angular Client,Implement the debugger panel,"As a user, I want to see evaluation errors and failed query executions in one place, so that I can diagnose a broken binding without guessing.

Acceptance Criteria:
- Surfaces evaluation errors from EvaluationService directly
- Matches the diagnostic value of the current debugger, per Frontend Architecture §6",8,High,Client,"editor-ide-c4,Parallel-C0-C7"
Story,,NG - Angular Client,Implement undo/redo,"As a user, I want to undo and redo my canvas edits, so that I can recover from a mistake without starting over.

Acceptance Criteria:
- Ported from the ReplayDSL approach, not reimplemented from scratch
- Works across widget add/move/resize/delete and property changes",5,Medium,Client,"editor-ide-c4,Parallel-C0-C7"
Story,,NG - Angular Client,Port the remaining widget tail,"As a user, I want the widgets outside the core set to become available, in order of real usage frequency, so that applications that depend on less common widgets are eventually fully supported.

Acceptance Criteria:
- Priority order is driven by a scan of the real application corpus, not intuition
- Each widget carries its own visual-regression check before being marked done",21,Medium,Client,"remaining-widgets-c5,Parallel-C0-C7"
Story,,NG - Angular Client,Implement the git UI,"As a user, I want to connect, commit, push, branch and merge from the editor, so that I can use git version control without leaving the app.

Acceptance Criteria:
- Covers the same operations as the current Git panel
- Status and merge-conflict UI clearly surfaces what the Git Service reports",13,Medium,Client,"peripheral-ui-c6,Parallel-C0-C7"
Story,,NG - Angular Client,Implement the datasource UI,"As a user, I want connection forms per connector type, driven by the plugin catalog's form schema, so that I can create and configure any of the 25 datasource types.

Acceptance Criteria:
- Form renders dynamically from the schema, not hardcoded per connector
- Test-connection button wired to the real endpoint",13,Medium,Client,"peripheral-ui-c6,Parallel-C0-C7"
Story,,NG - Angular Client,"Implement workspace, settings and admin screens","As a user / administrator, I want to manage workspace members, roles and instance settings from the UI, so that I don't need direct API access to administer the platform.

Acceptance Criteria:
- Member/role management wired to the real Identity endpoints
- Instance settings restricted to instance admins in the UI, matching the backend enforcement",8,Medium,Client,"peripheral-ui-c6,Parallel-C0-C7"
Story,,NG - Angular Client,Implement the template gallery,"As a user, I want to browse and instantiate application templates, so that I can start from a working example instead of a blank canvas.

Acceptance Criteria:
- Matches current /app-templates browsing and import contracts",5,Low,Client,"peripheral-ui-c6,Parallel-C0-C7"
Story,,NG - Angular Client,Port the Cypress/Playwright suites,"As a QA engineer, I want the existing E2E suites ported to run against the new Angular client, so that the acceptance gate for each phase is real, not assumed.

Acceptance Criteria:
- Suites run against the new client in CI, not just locally
- A phase's slice of the suite is green before that phase is marked done, per the roadmap's definition of done",13,High,Client,"hardening-c7,Parallel-C0-C7"
Story,,NG - Angular Client,Build the visual regression suite,"As a QA engineer, I want automated screenshot comparison between the React and Angular renderers across the application corpus, so that rendering differences are caught systematically, not by spot-checking.

Acceptance Criteria:
- Runs against every fixture in the corpus
- Flags differences above a defined pixel-diff threshold for review",8,High,Client,"hardening-c7,Parallel-C0-C7"
Story,,NG - Angular Client,Run the performance hardening pass,"As a frontend developer, I want the app measured and tuned against the stated FCP/TTI/re-render targets, so that the rewrite doesn't reproduce the current client's weight.

Acceptance Criteria:
- Each target in Angular Frontend §7 is measured and either met or has a documented gap and plan
- Editor and viewer bundles both measured separately",8,Medium,Client,"hardening-c7,Parallel-C0-C7"
Story,,NG - Angular Client,Run an accessibility audit,"As a user relying on assistive technology, I want the editor and viewer to meet a documented accessibility bar, so that the platform is usable by everyone, not just the happy-path user.

Acceptance Criteria:
- Automated audit (e.g. axe) integrated into CI
- Manual keyboard-navigation pass completed for the core editing flow",5,Medium,Client,"hardening-c7,Parallel-C0-C7"
Epic,MIG - Data Migration & Cutover,,Data Migration & Cutover,"Move MongoDB data into six PostgreSQL databases once, forward-only, verified at every stage, executed at cutover after repeated dry runs.",,,Migration,Pre-cutover
Story,,MIG - Data Migration & Cutover,Scaffold the Appsmith.Migration console application,"As a backend developer, I want a standalone, checkpointed pipeline application, so that the migration can be run, re-run from scratch, or resumed reliably.

Acceptance Criteria:
- Each stage is independently checkpointed
- Re-running from a clean target reproduces the same result",5,High,Migration,"migration-tooling,Pre-cutover"
Story,,MIG - Data Migration & Cutover,Implement the id-map with deterministic UUIDs,"As a backend developer, I want every Mongo ObjectId mapped to a UUIDv5 derived from (namespace, collection, mongoId), so that repeated dry runs produce identical ids and are directly comparable.

Acceptance Criteria:
- Id map persisted and kept after migration for support lookups
- Every subsequent stage resolves references exclusively through this table",5,High,Migration,"migration-tooling,Pre-cutover"
Story,,MIG - Data Migration & Cutover,Implement the Tenant+Organization to Instance transform,"As a backend developer, I want the two legacy collections merged into one instances row with disagreements logged, so that the collapse decision (ADR / Domain Model §8) is executed correctly, not silently.

Acceptance Criteria:
- Every field disagreement between the two source documents is logged for review
- No data is silently dropped without a logged reason",5,High,Migration,"identity-migration,Pre-cutover"
Story,,MIG - Data Migration & Cutover,"Implement user, workspace and membership extraction and load","As a backend developer, I want users, workspaces, workspace_members, roles and role_assignments migrated from their Mongo collections, so that everyone's account and access exists correctly on day one of the new system.

Acceptance Criteria:
- Row counts match source document counts exactly, per workspace
- Bcrypt hashes preserved as-is; migrated to Argon2id lazily on next login, not during migration",8,High,Migration,"identity-migration,Pre-cutover"
Story,,MIG - Data Migration & Cutover,Implement the policyMap to permission_grants inversion,"As a backend developer, I want every document's embedded policyMap inverted into rows in the authoritative grant table, so that the new system's authorization model starts with a complete, correct picture.

Acceptance Criteria:
- Streams and batch-COPYs rather than materialising in memory
- Unknown permission strings fail the migration loudly, never silently skipped
- Covers soft-deleted documents too, so restores remain correct",13,High,Migration,"permission-grants-migration,Pre-cutover"
Story,,MIG - Data Migration & Cutover,Verify authz_grants projection rebuild from the migrated grants,"As a tech lead, I want Application and Datasource Service's projection-rebuild endpoints run against the freshly migrated permission_grants table, so that the rebuild mechanism itself is validated as part of migration, not left untested until an incident.

Acceptance Criteria:
- Rebuilt projections match a sample of expected access decisions
- This exercises the same code path that runs in production for projection recovery",8,High,Migration,"permission-grants-migration,Pre-cutover"
Story,,MIG - Data Migration & Cutover,Implement application/page/action/collection/theme extraction and load,"As a backend developer, I want the full editing-domain entity tree migrated with draft/published fields mapped to the new column model, so that every existing application opens correctly in the new system.

Acceptance Criteria:
- unpublishedX/publishedX pairs map correctly to draft_*/published_* columns per Database per Service §3
- Applications never published end up with NULL published_* as designed, not an error",13,High,Migration,"application-data-migration,Pre-cutover"
Story,,MIG - Data Migration & Cutover,Implement the DSL unescape transform,"As a backend developer, I want Mongo's escaped '.' and '$' characters in DSL keys unescaped during migration, so that the new system never has to reproduce that escaping logic at all.

Acceptance Criteria:
- Every migrated draft_layout parses as valid, correctly-keyed JSON
- The escape/unescape code path is confirmed absent from every service after migration",5,High,Migration,"application-data-migration,Pre-cutover"
Story,,MIG - Data Migration & Cutover,Implement the secrets decrypt-and-resplit job,"As a security engineer, I want a hardened, isolated job that decrypts existing datasource secrets and writes them into the secrets manager, so that every credential moves safely out of the database exactly once.

Acceptance Criteria:
- Job has no network egress except to the secrets manager
- No secret value is logged at any point
- Old encryption key is rotated out after the job completes",8,High,Migration,"secrets-migration,Pre-cutover"
Story,,MIG - Data Migration & Cutover,Migrate git deploy keys,"As a security engineer, I want existing SSH private keys moved into the secrets manager with only a reference kept in git_db, so that git operations keep working post-migration without keys ever sitting in plaintext in a database.

Acceptance Criteria:
- Every existing git-connected application's key is migrated and verified functional against its remote",5,High,Migration,"secrets-migration,Pre-cutover"
Story,,MIG - Data Migration & Cutover,Implement git repository/branch metadata extraction,"As a backend developer, I want git_repositories, git_branches and git_profiles populated from the source system, so that branch tracking and protection rules survive the migration.

Acceptance Criteria:
- Every existing (base_id, ref_name) pair migrates without collision
- Duplicate pairs found in source data fail the migration loudly rather than silently picking one",5,Medium,Migration,"git-data-migration,Pre-cutover"
Story,,MIG - Data Migration & Cutover,Verify clean git status for every migrated repository,"As a tech lead, I want git status run against every migrated, git-connected application's working tree, so that the byte-stable-serialization guarantee is proven per-repository, not just on the golden test corpus.

Acceptance Criteria:
- A dirty tree for any repository blocks cutover for that application
- Results logged per repository for the cutover go/no-go decision",5,High,Migration,"git-data-migration,Pre-cutover"
Story,,MIG - Data Migration & Cutover,Implement row-count and referential-integrity verifiers,"As a backend developer, I want automated checks comparing source and target row counts and confirming zero orphaned foreign-key references, so that structural correctness is verified mechanically, not by spot-checking.

Acceptance Criteria:
- Runs as a migration stage, not a manual follow-up
- Any failure aborts the run",5,High,Migration,"verification-&-dry-runs,Pre-cutover"
Story,,MIG - Data Migration & Cutover,Implement the permission-fidelity sampling test,"As a security engineer, I want a sample of (user, resource, permission) triples evaluated against both the Java system and the new system, requiring a 100% match, so that the migration hasn't silently changed who can access what.

Acceptance Criteria:
- Sample size and selection method documented
- Any mismatch blocks the migration — this is a go/no-go checkpoint",8,Highest,Migration,"verification-&-dry-runs,Pre-cutover"
Story,,MIG - Data Migration & Cutover,Implement the application round-trip export diff verifier,"As a backend developer, I want every application exported from both systems, normalised and diffed, so that structural equality is proven per application, not assumed from aggregate checks.

Acceptance Criteria:
- Diff tool ignores expected differences (ids) and flags everything else
- Report is reviewable per application, not just pass/fail overall",8,High,Migration,"verification-&-dry-runs,Pre-cutover"
Story,,MIG - Data Migration & Cutover,Execute the three dry runs,"As a tech lead, I want a correctness dry run, a completeness dry run, and a timed rehearsal dry run, in that order, so that the real cutover has no surprises.

Acceptance Criteria:
- Dry run 1 fixes transformer bugs with no time pressure
- Dry run 2 achieves all-green verification
- Dry run 3 measures wall-clock duration and determines the acceptable freeze window",13,High,Migration,"verification-&-dry-runs,Pre-cutover"
Story,,MIG - Data Migration & Cutover,Automate the cutover runbook,"As an operator, I want the freeze/snapshot/migrate/verify/switch sequence scripted, not run by hand from a checklist, so that cutover is repeatable and low-risk under pressure.

Acceptance Criteria:
- Every step in the runbook (Data Migration §9) has a corresponding automated action or explicit manual gate
- Aborting mid-sequence leaves the system in a known, documented state",8,High,Migration,"cutover-execution,Pre-cutover"
Story,,MIG - Data Migration & Cutover,Run a rollback drill,"As an operator, I want a rehearsal of switching the ingress back to the Java system, so that if cutover needs to be aborted, the team has actually done it before, not just planned it.

Acceptance Criteria:
- Drill executed against a non-production environment
- Time-to-rollback measured and documented",5,Medium,Migration,"cutover-execution,Pre-cutover"
